latitude,longitude,sst_celsius
14.213,70.0376,2.39
14.213,70.103,2.44
14.213,70.1685,2.52
14.213,70.234,2.41
14.213,70.2994,2.52
14.213,70.3649,2.38
14.213,70.4304,2.37
14.213,70.4959,2.37
14.213,70.5613,2.34
14.213,70.6268,2.34
14.213,70.7578,2.33
14.213,70.8232,2.34
14.1475,67.4841,2.33
14.1475,67.6151,2.23
14.1475,67.6805,2.26
14.1475,67.746,2.28
14.1475,67.8115,2.29
14.1475,67.877,2.31
14.1475,67.9424,2.33
14.1475,68.0079,2.34
14.1475,68.0734,2.37
14.1475,68.2043,2.41
14.1475,68.2698,2.43
14.1475,68.6626,2.34
14.1475,68.7281,2.31
14.1475,68.7936,2.31
14.1475,68.859,2.31
14.1475,68.99,2.56
14.1475,69.0555,2.38
14.1475,69.1209,2.43
14.1475,69.1864,2.44
14.1475,69.2519,2.44
14.1475,69.3174,2.44
14.1475,69.4483,2.39
14.1475,69.5138,2.39
14.1475,69.5792,2.48
14.1475,69.7102,2.55
14.1475,69.8411,2.49
14.1475,69.9066,2.43
14.1475,70.103,2.38
14.1475,70.1685,2.32
14.1475,70.234,2.34
14.1475,70.2994,2.36
14.1475,70.3649,2.33
14.1475,70.4304,2.35
14.1475,70.4959,2.32
14.1475,70.5613,2.3
14.1475,70.6268,2.34
14.1475,70.6923,2.28
14.1475,70.7578,2.37
14.1475,70.8232,2.35
14.082,67.5496,2.29
14.082,67.6151,2.4
14.082,67.6805,2.36
14.082,67.746,2.29
14.082,67.8115,2.32
14.082,67.877,2.41
14.082,67.9424,2.33
14.082,68.0079,2.33
14.082,68.6626,2.21
14.082,68.7281,2.35
14.082,68.7936,2.33
14.082,68.859,2.39
14.082,68.9245,2.47
14.082,68.99,2.32
14.082,69.0555,2.57
14.082,69.1209,2.23
14.082,69.2519,2.43
14.082,69.3174,2.46
14.082,69.3828,2.43
14.082,69.4483,2.46
14.082,69.5792,2.49
14.082,69.9721,2.3
14.082,70.0376,2.38
14.082,70.103,2.24
14.082,70.1685,2.3
14.082,70.234,2.32
14.082,70.2994,2.38
14.082,70.3649,2.42
14.082,70.4959,2.38
14.082,70.6268,2.18
14.082,70.6923,2.34
14.082,70.7578,2.32
14.0165,67.4841,2.3
14.0165,67.6151,2.26
14.0165,67.6805,2.25
14.0165,67.877,2.48
14.0165,68.0079,2.44
14.0165,68.0734,2.42
14.0165,68.1388,2.36
14.0165,68.2043,2.42
14.0165,68.6626,2.28
14.0165,68.7281,2.35
14.0165,68.7936,2.34
14.0165,68.9245,2.23
14.0165,69.2519,2.43
14.0165,69.3174,2.4
14.0165,69.3828,2.44
14.0165,69.4483,2.34
14.0165,69.5138,2.34
14.0165,69.7102,2.22
14.0165,69.7757,2.39
14.0165,70.103,2.36
14.0165,70.1685,2.3
14.0165,70.234,2.31
14.0165,70.4304,2.34
14.0165,70.4959,2.28
14.0165,70.5613,2.38
14.0165,70.6268,2.3
14.0165,70.6923,2.33
14.0165,70.7578,2.29
13.9511,67.4187,2.53
13.9511,67.6151,2.38
13.9511,67.6805,2.35
13.9511,67.746,2.36
13.9511,67.8115,2.39
13.9511,67.877,2.38
13.9511,67.9424,2.39
13.9511,68.0079,2.47
13.9511,68.0734,2.32
13.9511,68.1388,2.41
13.9511,68.2043,2.34
13.9511,68.5972,2.28
13.9511,68.7281,2.31
13.9511,68.9245,2.31
13.9511,68.99,2.54
13.9511,69.1864,2.45
13.9511,69.2519,2.53
13.9511,69.3174,2.45
13.9511,69.3828,2.49
13.9511,69.4483,2.25
13.9511,69.5138,2.45
13.9511,69.5792,2.41
13.9511,69.7757,2.35
13.9511,69.8411,2.22
13.9511,69.9721,2.22
13.9511,70.1685,2.33
13.9511,70.2994,2.32
13.9511,70.3649,2.33
13.9511,70.4959,2.32
13.9511,70.5613,2.36
13.9511,70.6268,2.3
13.9511,70.6923,2.32
13.9511,70.7578,2.26
13.8856,67.4187,2.33
13.8856,67.4841,2.34
13.8856,67.5496,2.4
13.8856,67.6151,2.42
13.8856,67.746,2.43
13.8856,67.8115,2.3
13.8856,67.877,2.3
13.8856,67.9424,2.49
13.8856,68.0079,2.54
13.8856,68.0734,2.51
13.8856,68.1388,2.37
13.8856,68.4662,2.49
13.8856,68.5317,2.51
13.8856,68.5972,2.31
13.8856,68.6626,2.33
13.8856,68.7281,2.33
13.8856,68.7936,2.41
13.8856,68.859,2.43
13.8856,68.9245,2.48
13.8856,69.0555,2.53
13.8856,69.1209,2.46
13.8856,69.1864,2.33
13.8856,69.2519,2.43
13.8856,69.3174,2.47
13.8856,69.3828,2.42
13.8856,69.4483,2.42
13.8856,69.5138,2.41
13.8856,69.5792,2.55
13.8856,69.7102,2.32
13.8856,69.7757,2.31
13.8856,69.9721,2.35
13.8856,70.1685,2.5
13.8856,70.234,2.35
13.8856,70.2994,2.42
13.8856,70.3649,2.34
13.8856,70.4304,2.37
13.8856,70.5613,2.41
13.8856,70.6268,2.33
13.8856,70.6923,2.34
13.8856,70.7578,2.25
13.8201,67.4187,2.25
13.8201,67.4841,2.25
13.8201,67.5496,2.41
13.8201,67.746,2.49
13.8201,67.8115,2.33
13.8201,67.877,2.42
13.8201,67.9424,2.41
13.8201,68.0079,2.37
13.8201,68.2698,2.34
13.8201,68.3353,2.4
13.8201,68.4007,2.45
13.8201,68.4662,2.4
13.8201,68.5972,2.33
13.8201,68.6626,2.35
13.8201,68.7281,2.38
13.8201,68.7936,2.4
13.8201,68.859,2.39
13.8201,68.9245,2.38
13.8201,69.0555,2.42
13.8201,69.1209,2.42
13.8201,69.1864,2.55
13.8201,69.5138,2.37
13.8201,69.8411,2.3
13.8201,70.0376,2.32
13.8201,70.103,2.25
13.8201,70.1685,2.31
13.8201,70.234,2.4
13.8201,70.2994,2.28
13.8201,70.3649,2.4
13.8201,70.4304,2.41
13.8201,70.5613,2.21
13.8201,70.6268,2.37
13.8201,70.6923,2.34
13.8201,70.7578,2.32
13.7546,67.4187,2.35
13.7546,67.4841,2.3
13.7546,67.5496,2.3
13.7546,67.6151,2.39
13.7546,67.6805,2.36
13.7546,67.746,2.31
13.7546,67.8115,2.36
13.7546,67.877,2.38
13.7546,67.9424,2.4
13.7546,68.0079,2.43
13.7546,68.2043,2.34
13.7546,68.2698,2.29
13.7546,68.3353,2.35
13.7546,68.4007,2.34
13.7546,68.4662,2.38
13.7546,68.5317,2.41
13.7546,68.5972,2.33
13.7546,68.6626,2.37
13.7546,68.7281,2.38
13.7546,68.7936,2.41
13.7546,68.859,2.4
13.7546,68.9245,2.36
13.7546,68.99,2.42
13.7546,69.0555,2.43
13.7546,69.1209,2.48
13.7546,69.1864,2.33
13.7546,69.3174,2.25
13.7546,69.3828,2.35
13.7546,69.7102,2.3
13.7546,69.8411,2.3
13.7546,69.9066,2.25
13.7546,69.9721,2.26
13.7546,70.0376,2.32
13.7546,70.103,2.33
13.7546,70.1685,2.33
13.7546,70.234,2.35
13.7546,70.3649,2.42
13.7546,70.4959,2.31
13.7546,70.7578,2.33
13.6892,67.4187,2.3
13.6892,67.4841,2.29
13.6892,67.5496,2.3
13.6892,67.6151,2.43
13.6892,67.6805,2.32
13.6892,67.746,2.34
13.6892,67.8115,2.16
13.6892,67.877,2.33
13.6892,67.9424,2.35
13.6892,68.0079,2.36
13.6892,68.0734,2.56
13.6892,68.2043,2.49
13.6892,68.2698,2.48
13.6892,68.3353,2.29
13.6892,68.4007,2.26
13.6892,68.4662,2.36
13.6892,68.5972,2.4
13.6892,68.6626,2.37
13.6892,68.7281,2.36
13.6892,68.7936,2.38
13.6892,68.859,2.4
13.6892,68.9245,2.36
13.6892,68.99,2.31
13.6892,69.0555,2.43
13.6892,69.1209,2.35
13.6892,69.1864,2.37
13.6892,69.3174,2.33
13.6892,69.3828,2.48
13.6892,69.5138,2.41
13.6892,69.7102,2.3
13.6892,69.7757,2.58
13.6892,69.8411,2.28
13.6892,69.9066,2.27
13.6892,69.9721,2.33
13.6892,70.0376,2.32
13.6892,70.103,2.34
13.6892,70.1685,2.3
13.6892,70.234,2.34
13.6892,70.2994,2.38
13.6892,70.3649,2.4
13.6892,70.4304,2.39
13.6892,70.4959,2.41
13.6892,70.5613,2.35
13.6892,70.6923,2.26
13.6892,70.7578,2.35
13.6237,67.3532,2.88
13.6237,67.4187,2.3
13.6237,67.4841,2.3
13.6237,67.5496,2.3
13.6237,67.6151,2.41
13.6237,67.6805,2.34
13.6237,67.746,2.66
13.6237,67.8115,2.38
13.6237,67.877,2.27
13.6237,67.9424,2.39
13.6237,68.0079,2.28
13.6237,68.0734,2.42
13.6237,68.1388,2.47
13.6237,68.2043,2.35
13.6237,68.2698,2.35
13.6237,68.3353,2.38
13.6237,68.4007,2.4
13.6237,68.4662,2.36
13.6237,68.5317,2.57
13.6237,68.5972,2.34
13.6237,68.6626,2.34
13.6237,68.7281,2.32
13.6237,68.7936,2.24
13.6237,68.859,2.4
13.6237,68.9245,2.43
13.6237,68.99,2.42
13.6237,69.1864,2.54
13.6237,69.4483,2.42
13.6237,69.5792,2.44
13.6237,69.6447,2.18
13.6237,69.7102,2.28
13.6237,69.7757,2.33
13.6237,69.8411,2.31
13.6237,69.9066,2.26
13.6237,69.9721,2.29
13.6237,70.0376,2.53
13.6237,70.103,2.32
13.6237,70.1685,2.21
13.6237,70.234,2.33
13.6237,70.3649,2.36
13.6237,70.6268,2.2
13.6237,70.6923,2.35
13.6237,70.7578,2.29
13.5582,67.3532,2.29
13.5582,67.4187,2.26
13.5582,67.4841,2.35
13.5582,67.5496,2.4
13.5582,67.6151,2.33
13.5582,67.6805,2.32
13.5582,67.746,2.35
13.5582,67.8115,2.33
13.5582,68.0079,2.28
13.5582,68.0734,2.36
13.5582,68.3353,2.36
13.5582,68.4007,2.36
13.5582,68.4662,2.36
13.5582,68.5317,2.37
13.5582,68.5972,2.35
13.5582,68.6626,2.25
13.5582,68.7281,2.38
13.5582,68.859,2.4
13.5582,68.9245,2.35
13.5582,68.99,2.45
13.5582,69.1209,2.29
13.5582,69.1864,2.44
13.5582,69.2519,2.32
13.5582,69.3828,2.41
13.5582,69.7102,2.26
13.5582,69.7757,2.29
13.5582,69.8411,2.3
13.5582,69.9066,2.29
13.5582,69.9721,2.29
13.5582,70.0376,2.3
13.5582,70.103,2.29
13.5582,70.1685,2.32
13.5582,70.234,2.32
13.5582,70.2994,2.49
13.5582,70.4304,2.29
13.5582,70.5613,2.48
13.5582,70.6268,2.22
13.5582,70.6923,2.38
13.4927,67.3532,2.33
13.4927,67.4187,2.22
13.4927,67.5496,2.39
13.4927,67.6805,2.31
13.4927,67.746,2.37
13.4927,67.8115,2.35
13.4927,67.877,2.34
13.4927,67.9424,2.31
13.4927,68.0079,2.34
13.4927,68.0734,2.36
13.4927,68.3353,2.23
13.4927,68.4007,2.33
13.4927,68.4662,2.32
13.4927,68.5317,2.34
13.4927,68.5972,2.35
13.4927,68.6626,2.35
13.4927,68.7281,2.26
13.4927,68.7936,2.37
13.4927,68.859,2.39
13.4927,68.9245,2.41
13.4927,68.99,2.42
13.4927,69.0555,2.35
13.4927,69.1209,2.45
13.4927,69.1864,2.37
13.4927,69.2519,2.37
13.4927,69.3174,2.34
13.4927,69.3828,2.42
13.4927,69.5138,2.3
13.4927,69.6447,2.31
13.4927,69.7102,2.33
13.4927,69.7757,2.3
13.4927,69.8411,2.3
13.4927,69.9066,2.29
13.4927,69.9721,2.31
13.4927,70.0376,2.3
13.4927,70.103,2.3
13.4927,70.1685,2.32
13.4927,70.3649,2.31
13.4927,70.4304,2.22
13.4927,70.6923,2.4
13.4273,67.2877,2.74
13.4273,67.3532,2.29
13.4273,67.4187,2.28
13.4273,67.4841,2.29
13.4273,67.5496,2.45
13.4273,67.6151,2.32
13.4273,67.6805,2.34
13.4273,67.746,2.31
13.4273,67.8115,2.32
13.4273,67.877,2.32
13.4273,67.9424,2.31
13.4273,68.0734,2.36
13.4273,68.1388,2.37
13.4273,68.2043,2.51
13.4273,68.2698,2.37
13.4273,68.3353,2.3
13.4273,68.5317,2.33
13.4273,68.5972,2.33
13.4273,68.6626,2.34
13.4273,68.7281,2.39
13.4273,68.7936,2.38
13.4273,68.859,2.31
13.4273,68.99,2.39
13.4273,69.0555,2.38
13.4273,69.1209,2.39
13.4273,69.2519,2.26
13.4273,69.3174,2.37
13.4273,69.3828,2.36
13.4273,69.5138,2.23
13.4273,69.7102,2.37
13.4273,69.7757,2.26
13.4273,69.8411,2.27
13.4273,69.9066,2.31
13.4273,69.9721,2.3
13.4273,70.0376,2.27
13.4273,70.103,2.28
13.4273,70.1685,2.22
13.4273,70.234,2.27
13.4273,70.2994,2.3
13.4273,70.3649,2.38
13.4273,70.4304,2.31
13.4273,70.5613,2.39
13.3618,67.2877,3.98
13.3618,67.3532,2.37
13.3618,67.4187,2.47
13.3618,67.4841,2.38
13.3618,67.5496,2.35
13.3618,67.6151,2.48
13.3618,67.6805,2.36
13.3618,67.746,2.22
13.3618,67.8115,2.5
13.3618,67.877,2.36
13.3618,67.9424,2.36
13.3618,68.0079,2.4
13.3618,68.1388,2.19
13.3618,68.2043,2.37
13.3618,68.2698,2.51
13.3618,68.4662,2.25
13.3618,68.5317,2.3
13.3618,68.5972,2.32
13.3618,68.6626,2.29
13.3618,68.7281,2.33
13.3618,68.7936,2.44
13.3618,68.859,2.34
13.3618,68.9245,2.36
13.3618,68.99,2.4
13.3618,69.0555,2.37
13.3618,69.1209,2.37
13.3618,69.1864,2.39
13.3618,69.3174,2.31
13.3618,69.7757,2.31
13.3618,69.8411,2.33
13.3618,69.9066,2.3
13.3618,69.9721,2.27
13.3618,70.0376,2.24
13.3618,70.103,2.26
13.3618,70.1685,2.31
13.3618,70.234,2.3
13.3618,70.2994,2.3
13.3618,70.3649,2.28
13.3618,70.4304,2.33
13.3618,70.6268,2.4
13.3618,70.6923,2.25
13.2963,67.4187,2.31
13.2963,67.4841,2.34
13.2963,67.5496,2.36
13.2963,67.6151,2.29
13.2963,67.6805,2.28
13.2963,67.8115,2.4
13.2963,67.877,2.39
13.2963,67.9424,2.37
13.2963,68.0079,2.39
13.2963,68.1388,2.17
13.2963,68.2043,2.28
13.2963,68.2698,2.19
13.2963,68.3353,2.33
13.2963,68.4007,2.27
13.2963,68.4662,2.29
13.2963,68.5317,2.29
13.2963,68.5972,2.31
13.2963,68.6626,2.29
13.2963,68.7281,2.33
13.2963,68.7936,2.38
13.2963,68.859,2.35
13.2963,68.9245,2.39
13.2963,68.99,2.34
13.2963,69.0555,2.37
13.2963,69.1209,2.37
13.2963,69.1864,2.42
13.2963,69.2519,2.27
13.2963,69.3174,2.29
13.2963,69.3828,2.32
13.2963,69.6447,2.4
13.2963,69.7102,2.34
13.2963,69.7757,2.29
13.2963,69.8411,2.26
13.2963,69.9066,2.27
13.2963,69.9721,2.27
13.2963,70.0376,2.28
13.2963,70.1685,2.21
13.2963,70.234,2.39
13.2963,70.2994,2.32
13.2963,70.4304,2.21
13.2963,70.5613,2.3
13.2963,70.6923,2.37
13.2309,67.2877,2.25
13.2309,67.3532,2.34
13.2309,67.4187,2.2
13.2309,67.4841,2.32
13.2309,67.5496,2.34
13.2309,67.6151,2.4
13.2309,67.6805,2.44
13.2309,67.746,2.29
13.2309,67.8115,2.36
13.2309,67.877,2.37
13.2309,67.9424,2.35
13.2309,68.0079,2.39
13.2309,68.0734,2.39
13.2309,68.2043,2.31
13.2309,68.3353,2.33
13.2309,68.4007,2.29
13.2309,68.4662,2.28
13.2309,68.5317,2.3
13.2309,68.5972,2.3
13.2309,68.6626,2.3
13.2309,68.7281,2.3
13.2309,68.7936,2.3
13.2309,68.859,2.32
13.2309,68.9245,2.33
13.2309,68.99,2.35
13.2309,69.0555,2.33
13.2309,69.1209,2.26
13.2309,69.1864,2.35
13.2309,69.3828,2.27
13.2309,69.4483,2.31
13.2309,69.5138,2.32
13.2309,69.5792,2.3
13.2309,69.7102,2.33
13.2309,69.7757,2.32
13.2309,69.8411,2.31
13.2309,69.9066,2.29
13.2309,69.9721,2.27
13.2309,70.103,2.23
13.2309,70.1685,2.33
13.2309,70.234,2.28
13.2309,70.3649,2.26
13.2309,70.4304,2.27
13.2309,70.5613,2.28
13.1654,67.2877,2.27
13.1654,67.4187,2.08
13.1654,67.4841,2.34
13.1654,67.5496,2.33
13.1654,67.6151,2.29
13.1654,67.6805,2.34
13.1654,67.746,2.37
13.1654,67.8115,2.37
13.1654,67.877,2.35
13.1654,67.9424,2.36
13.1654,68.0079,2.36
13.1654,68.0734,2.36
13.1654,68.1388,2.39
13.1654,68.2698,2.23
13.1654,68.3353,2.32
13.1654,68.4007,2.27
13.1654,68.4662,2.36
13.1654,68.5317,2.26
13.1654,68.5972,2.26
13.1654,68.6626,2.29
13.1654,68.7281,2.26
13.1654,68.7936,2.29
13.1654,68.859,2.3
13.1654,68.9245,2.33
13.1654,68.99,2.35
13.1654,69.0555,2.35
13.1654,69.1209,2.32
13.1654,69.1864,2.21
13.1654,69.2519,2.22
13.1654,69.4483,2.28
13.1654,69.5138,2.27
13.1654,69.5792,2.3
13.1654,69.6447,2.3
13.1654,69.7102,2.24
13.1654,69.7757,2.27
13.1654,69.8411,2.25
13.1654,69.9066,2.21
13.1654,69.9721,2.28
13.1654,70.103,2.31
13.1654,70.1685,2.3
13.1654,70.4959,2.34
13.1654,70.5613,2.21
13.1654,70.6268,2.3
13.0999,67.2222,2.69
13.0999,67.2877,2.26
13.0999,67.3532,2.25
13.0999,67.4187,2.28
13.0999,67.4841,2.3
13.0999,67.5496,2.29
13.0999,67.6151,2.33
13.0999,67.6805,2.3
13.0999,67.8115,2.28
13.0999,67.877,2.33
13.0999,67.9424,2.3
13.0999,68.0079,2.25
13.0999,68.0734,2.34
13.0999,68.1388,2.33
13.0999,68.2043,2.29
13.0999,68.2698,2.16
13.0999,68.3353,2.33
13.0999,68.4007,2.3
13.0999,68.4662,2.3
13.0999,68.5317,2.28
13.0999,68.5972,2.26
13.0999,68.6626,2.25
13.0999,68.7281,2.26
13.0999,68.7936,2.31
13.0999,68.859,2.29
13.0999,68.9245,2.31
13.0999,68.99,2.3
13.0999,69.0555,2.32
13.0999,69.1209,2.23
13.0999,69.2519,2.3
13.0999,69.3174,2.35
13.0999,69.4483,2.29
13.0999,69.5138,2.43
13.0999,69.6447,2.29
13.0999,69.7102,2.29
13.0999,69.7757,2.25
13.0999,69.8411,2.23
13.0999,69.9066,2.29
13.0999,69.9721,2.26
13.0999,70.0376,2.28
13.0999,70.103,2.28
13.0999,70.234,2.42
13.0999,70.2994,2.29
13.0999,70.3649,2.28
13.0999,70.4959,2.34
13.0999,70.5613,2.38
13.0999,70.6268,2.4
13.0344,67.2222,3.51
13.0344,67.2877,2.19
13.0344,67.3532,2.19
13.0344,67.4187,2.24
13.0344,67.4841,2.25
13.0344,67.5496,2.27
13.0344,67.6151,2.31
13.0344,67.6805,2.31
13.0344,67.746,2.33
13.0344,67.8115,2.45
13.0344,67.877,2.32
13.0344,67.9424,2.37
13.0344,68.0079,2.29
13.0344,68.0734,2.33
13.0344,68.1388,2.31
13.0344,68.2043,2.34
13.0344,68.2698,2.37
13.0344,68.4007,2.33
13.0344,68.5317,2.29
13.0344,68.5972,2.28
13.0344,68.6626,2.27
13.0344,68.7281,2.27
13.0344,68.7936,2.29
13.0344,68.859,2.29
13.0344,68.9245,2.28
13.0344,68.99,2.28
13.0344,69.0555,2.29
13.0344,69.1209,2.27
13.0344,69.2519,2.34
13.0344,69.3174,2.34
13.0344,69.4483,2.28
13.0344,69.5138,2.2
13.0344,69.5792,2.27
13.0344,69.6447,2.24
13.0344,69.7102,2.26
13.0344,69.8411,2.43
13.0344,69.9066,2.31
13.0344,69.9721,2.28
13.0344,70.0376,2.25
13.0344,70.103,2.15
13.0344,70.234,2.37
13.0344,70.4304,2.81
13.0344,70.4959,2.22
13.0344,70.5613,2.18
13.0344,70.6268,2.3
12.969,67.2222,2.7
12.969,67.2877,2.15
12.969,67.4187,2.22
12.969,67.4841,2.24
12.969,67.5496,2.26
12.969,67.746,2.34
12.969,67.877,2.32
12.969,67.9424,2.31
12.969,68.0079,2.31
12.969,68.0734,2.34
12.969,68.1388,2.34
12.969,68.2043,2.3
12.969,68.2698,2.3
12.969,68.3353,2.28
12.969,68.4662,2.33
12.969,68.5317,2.31
12.969,68.5972,2.26
12.969,68.6626,2.28
12.969,68.7281,2.28
12.969,68.7936,2.26
12.969,68.859,2.27
12.969,68.9245,2.27
12.969,68.99,2.29
12.969,69.0555,2.28
12.969,69.1209,2.31
12.969,69.3828,2.29
12.969,69.4483,2.32
12.969,69.5138,2.16
12.969,69.5792,2.28
12.969,69.6447,2.27
12.969,69.8411,2.25
12.969,69.9066,2.23
12.969,69.9721,2.26
12.969,70.0376,2.3
12.969,70.103,2.19
12.969,70.1685,2.31
12.969,70.4304,2.29
12.969,70.4959,2.27
12.969,70.5613,2.18
12.969,70.6268,2.28
12.9035,67.2222,2.34
12.9035,67.2877,2.19
12.9035,67.3532,2.2
12.9035,67.4187,2.22
12.9035,67.4841,2.22
12.9035,67.5496,2.27
12.9035,67.6151,2.26
12.9035,67.6805,2.35
12.9035,67.746,2.19
12.9035,67.8115,2.35
12.9035,68.0079,2.2
12.9035,68.0734,2.32
12.9035,68.1388,2.35
12.9035,68.2043,2.35
12.9035,68.2698,2.4
12.9035,68.4662,2.32
12.9035,68.5317,2.3
12.9035,68.5972,2.28
12.9035,68.6626,2.27
12.9035,68.7281,2.25
12.9035,68.7936,2.26
12.9035,68.859,2.27
12.9035,68.9245,2.28
12.9035,68.99,2.29
12.9035,69.0555,2.28
12.9035,69.1209,2.34
12.9035,69.1864,2.26
12.9035,69.2519,2.19
12.9035,69.3174,2.18
12.9035,69.3828,2.29
12.9035,69.4483,2.25
12.9035,69.5138,2.26
12.9035,69.6447,2.26
12.9035,69.7102,2.26
12.9035,69.7757,2.19
12.9035,69.8411,2.25
12.9035,69.9066,2.25
12.9035,69.9721,2.25
12.9035,70.0376,2.3
12.9035,70.103,2.31
12.9035,70.1685,2.19
12.9035,70.234,2.25
12.9035,70.2994,2.3
12.9035,70.3649,2.32
12.9035,70.4959,2.29
12.9035,70.5613,2.28
12.9035,70.6268,2.38
12.838,67.2222,2.22
12.838,67.2877,2.2
12.838,67.3532,2.2
12.838,67.4187,2.24
12.838,67.4841,2.23
12.838,67.5496,2.25
12.838,67.6151,2.28
12.838,67.6805,2.29
12.838,67.746,2.3
12.838,67.8115,2.37
12.838,67.877,2.27
12.838,67.9424,2.32
12.838,68.0079,2.38
12.838,68.0734,2.37
12.838,68.1388,2.22
12.838,68.2043,2.39
12.838,68.2698,2.35
12.838,68.5317,2.34
12.838,68.5972,2.29
12.838,68.6626,2.3
12.838,68.7281,2.26
12.838,68.7936,2.26
12.838,68.859,2.28
12.838,68.9245,2.26
12.838,68.99,2.31
12.838,69.0555,2.3
12.838,69.1209,2.33
12.838,69.2519,2.32
12.838,69.3174,2.34
12.838,69.3828,2.3
12.838,69.5138,2.28
12.838,69.5792,2.27
12.838,69.6447,2.27
12.838,69.7757,2.26
12.838,69.8411,2.49
12.838,69.9066,2.24
12.838,69.9721,2.23
12.838,70.0376,2.28
12.838,70.103,2.31
12.838,70.1685,2.22
12.838,70.234,2.26
12.838,70.2994,2.26
12.838,70.3649,2.32
12.838,70.5613,2.24
12.838,70.6268,2.3
12.7725,67.2222,2.18
12.7725,67.2877,2.22
12.7725,67.3532,2.23
12.7725,67.4187,2.27
12.7725,67.4841,2.27
12.7725,67.5496,2.25
12.7725,67.6151,2.28
12.7725,67.6805,2.32
12.7725,67.746,2.39
12.7725,67.8115,2.32
12.7725,67.9424,2.37
12.7725,68.0734,2.17
12.7725,68.1388,2.25
12.7725,68.2043,2.38
12.7725,68.2698,2.34
12.7725,68.3353,2.35
12.7725,68.4007,2.32
12.7725,68.4662,2.34
12.7725,68.5317,2.24
12.7725,68.7281,2.28
12.7725,68.7936,2.31
12.7725,68.859,2.37
12.7725,68.99,2.26
12.7725,69.0555,2.33
12.7725,69.1209,2.38
12.7725,69.1864,2.4
12.7725,69.2519,2.37
12.7725,69.5138,2.31
12.7725,69.6447,2.22
12.7725,69.7102,2.27
12.7725,69.8411,2.12
12.7725,69.9066,2.23
12.7725,69.9721,2.26
12.7725,70.0376,2.28
12.7725,70.103,2.42
12.7725,70.1685,2.23
12.7725,70.234,2.31
12.7725,70.2994,2.28
12.7725,70.3649,2.36
12.7725,70.4304,2.35
12.7725,70.6268,2.32
12.7071,67.1568,3.5
12.7071,67.2877,2.27
12.7071,67.4187,2.3
12.7071,67.4841,2.28
12.7071,67.5496,2.34
12.7071,67.6151,2.35
12.7071,68.0079,2.39
12.7071,68.0734,2.36
12.7071,68.2698,2.36
12.7071,68.3353,2.32
12.7071,68.4007,2.25
12.7071,68.4662,2.34
12.7071,68.5317,2.32
12.7071,68.5972,2.28
12.7071,68.6626,2.31
12.7071,68.7281,2.31
12.7071,68.859,2.37
12.7071,68.99,2.3
12.7071,69.1864,2.33
12.7071,69.2519,2.4
12.7071,69.3174,2.28
12.7071,69.3828,2.36
12.7071,69.4483,2.18
12.7071,69.5138,2.4
12.7071,69.5792,2.23
12.7071,69.6447,2.26
12.7071,69.7102,2.3
12.7071,69.7757,2.23
12.7071,69.9066,2.18
12.7071,69.9721,2.17
12.7071,70.0376,2.28
12.7071,70.103,2.29
12.7071,70.1685,2.63
12.7071,70.234,2.27
12.7071,70.2994,2.31
12.7071,70.3649,2.28
12.7071,70.4304,2.35
12.7071,70.4959,2.21
12.7071,70.5613,2.36
12.7071,70.6268,2.47
12.6416,67.1568,3.06
12.6416,67.2222,2.13
12.6416,67.2877,2.26
12.6416,67.6151,2.38
12.6416,67.6805,2.35
12.6416,67.877,2.47
12.6416,67.9424,2.39
12.6416,68.0079,2.37
12.6416,68.0734,2.38
12.6416,68.2043,2.36
12.6416,68.2698,2.29
12.6416,68.4007,2.22
12.6416,68.5317,2.31
12.6416,68.5972,2.32
12.6416,68.6626,2.29
12.6416,68.7281,2.3
12.6416,68.7936,2.24
12.6416,68.99,2.29
12.6416,69.2519,2.33
12.6416,69.3174,2.29
12.6416,69.4483,2.35
12.6416,69.5138,2.18
12.6416,69.5792,2.41
12.6416,69.6447,2.22
12.6416,69.7102,2.23
12.6416,69.7757,2.21
12.6416,69.8411,2.24
12.6416,69.9066,2.3
12.6416,70.0376,2.28
12.6416,70.103,2.29
12.6416,70.1685,2.27
12.6416,70.234,2.26
12.6416,70.2994,2.28
12.6416,70.3649,2.29
12.6416,70.4304,2.38
12.6416,70.6268,2.38
12.5761,67.1568,2.25
12.5761,67.2222,2.23
12.5761,67.2877,2.26
12.5761,67.3532,2.34
12.5761,67.4187,2.33
12.5761,67.5496,2.35
12.5761,67.6151,2.31
12.5761,67.746,2.3
12.5761,67.8115,2.49
12.5761,67.877,2.4
12.5761,67.9424,2.35
12.5761,68.0734,2.23
12.5761,68.2698,2.35
12.5761,68.3353,2.35
12.5761,68.4007,2.29
12.5761,68.4662,2.33
12.5761,68.6626,2.28
12.5761,68.7281,2.28
12.5761,68.7936,2.3
12.5761,68.859,2.27
12.5761,69.0555,2.27
12.5761,69.1209,2.37
12.5761,69.1864,2.35
12.5761,69.4483,2.14
12.5761,69.5792,2.26
12.5761,69.6447,2.22
12.5761,69.7102,2.22
12.5761,69.7757,2.22
12.5761,69.8411,2.25
12.5761,69.9066,2.25
12.5761,69.9721,2.3
12.5761,70.1685,2.3
12.5761,70.234,2.27
12.5761,70.2994,2.3
12.5761,70.3649,2.25
12.5761,70.4304,2.29
12.5761,70.4959,2.26
12.5761,70.5613,2.41
12.5106,67.1568,2.21
12.5106,67.2222,2.12
12.5106,67.2877,2.34
12.5106,67.3532,2.26
