latitude,longitude,chlorophyll_mgm3
12.3797,68.4007,0.3053
12.3797,68.4662,0.3682
12.3797,68.5317,0.2908
12.3797,68.5972,0.3382
12.3797,68.6626,0.3227
12.3797,68.7281,0.3146
12.3797,68.7936,0.3077
12.3797,68.859,0.2997
12.3797,68.9245,0.3004
12.3797,68.99,0.3205
12.3797,69.0555,0.2798
12.3797,69.1209,0.3133
12.3797,69.1864,0.3204
12.3797,69.2519,0.2697
12.3797,69.3174,0.232
12.3797,69.3828,0.284
12.3797,69.5138,0.2335
12.3797,69.5792,0.2561
12.3797,69.6447,0.2381
12.3797,69.7102,0.254
12.3797,69.7757,0.2747
12.3797,69.8411,0.279
12.3797,69.9066,0.3027
12.3797,69.9721,0.2954
12.3797,70.0376,0.3126
12.3797,70.103,0.2655
12.3797,70.1685,1.7309
12.3797,70.234,0.298
12.3797,70.2994,0.304
12.3797,70.3649,0.2894
12.3797,70.4304,0.2955
12.3797,70.4959,0.308
12.3797,70.5613,0.2825
12.3797,70.6268,0.2773
12.3142,67.0913,0.6488
12.3142,67.1568,0.3648
12.3142,67.2222,0.3557
12.3142,67.2877,0.3879
12.3142,67.3532,0.3349
12.3142,67.5496,0.3415
12.3142,67.6151,0.3118
12.3142,67.746,0.34
12.3142,67.8115,0.3053
12.3142,67.877,0.3495
12.3142,67.9424,0.4093
12.3142,68.0079,0.3172
12.3142,68.0734,0.3096
12.3142,68.1388,0.3169
12.3142,68.2043,0.3102
12.3142,68.2698,0.2934
12.3142,68.3353,0.3085
12.3142,68.4007,0.2887
12.3142,68.4662,0.3155
12.3142,68.5317,0.3135
12.3142,68.5972,0.3188
12.3142,68.6626,0.4212
12.3142,68.7281,0.2928
12.3142,68.7936,0.3043
12.3142,68.859,0.2952
12.3142,68.9245,0.2853
12.3142,68.99,0.2707
12.3142,69.0555,0.2752
12.3142,69.1209,0.3046
12.3142,69.1864,0.2751
12.3142,69.2519,0.3012
12.3142,69.3174,0.6067
12.3142,69.3828,0.2619
12.3142,69.4483,0.2445
12.3142,69.5138,0.2428
12.3142,69.5792,0.2571
12.3142,69.6447,0.2413
12.3142,69.7102,0.252
12.3142,69.7757,0.265
12.3142,69.8411,0.3174
12.3142,69.9066,0.294
12.3142,69.9721,0.273
12.3142,70.0376,0.3229
12.3142,70.103,0.2584
12.3142,70.1685,0.3561
12.3142,70.234,0.2983
12.3142,70.3649,0.3424
12.3142,70.4304,0.3407
12.3142,70.4959,0.275
12.3142,70.5613,0.2682
12.3142,70.6268,0.289
12.2487,67.0913,0.3606
12.2487,67.1568,0.3228
12.2487,67.2222,0.3657
12.2487,67.2877,0.3797
12.2487,67.3532,0.3609
12.2487,67.4187,0.3111
12.2487,67.4841,0.3164
12.2487,67.5496,0.3953
12.2487,67.746,0.5504
12.2487,67.8115,0.3286
12.2487,67.877,0.3314
12.2487,67.9424,0.3423
12.2487,68.0079,0.3196
12.2487,68.0734,0.3426
12.2487,68.1388,0.3997
12.2487,68.2043,0.3265
12.2487,68.2698,0.2811
12.2487,68.3353,0.2832
12.2487,68.4007,0.2964
12.2487,68.4662,0.2896
12.2487,68.5317,0.2914
12.2487,68.5972,0.2952
12.2487,68.6626,0.2865
12.2487,68.7281,0.4016
12.2487,68.7936,0.2885
12.2487,68.859,0.2869
12.2487,68.9245,0.2893
12.2487,68.99,0.3808
12.2487,69.1209,0.279
12.2487,69.1864,0.2648
12.2487,69.2519,0.2612
12.2487,69.3174,0.3657
12.2487,69.3828,0.2582
12.2487,69.4483,0.287
12.2487,69.5792,0.2708
12.2487,69.6447,0.2549
12.2487,69.7102,0.2569
12.2487,69.7757,0.3211
12.2487,69.8411,0.2673
12.2487,69.9066,0.2781
12.2487,69.9721,0.2658
12.2487,70.0376,0.2601
12.2487,70.103,0.2739
12.2487,70.1685,0.2351
12.2487,70.234,0.311
12.2487,70.2994,0.2908
12.2487,70.3649,0.6877
12.2487,70.4304,0.2769
12.2487,70.4959,0.2538
12.2487,70.5613,0.259
12.2487,70.6268,0.257
12.1833,67.0913,0.3205
12.1833,67.1568,0.3529
12.1833,67.2222,0.3528
12.1833,67.2877,0.3342
12.1833,67.3532,0.3555
12.1833,67.4187,0.3365
12.1833,67.4841,0.2078
12.1833,67.5496,0.4466
12.1833,67.6151,0.3573
12.1833,67.6805,0.3313
12.1833,67.746,0.3336
12.1833,67.8115,0.3398
12.1833,67.877,0.4768
12.1833,67.9424,0.3354
12.1833,68.0079,0.3862
12.1833,68.0734,0.3529
12.1833,68.1388,0.4232
12.1833,68.2043,0.3322
12.1833,68.2698,0.3295
12.1833,68.3353,0.2739
12.1833,68.4007,0.2742
12.1833,68.4662,0.2748
12.1833,68.5317,0.2759
12.1833,68.5972,0.2666
12.1833,68.6626,0.2573
12.1833,68.7936,0.2833
12.1833,68.859,0.2745
12.1833,68.99,0.2893
12.1833,69.1209,0.3164
12.1833,69.1864,0.2977
12.1833,69.3174,0.3351
12.1833,69.3828,0.4905
12.1833,69.4483,0.4388
12.1833,69.5792,0.4008
12.1833,69.6447,0.2836
12.1833,69.7102,0.1154
12.1833,69.7757,0.3079
12.1833,69.8411,0.262
12.1833,69.9066,0.305
12.1833,69.9721,0.3055
12.1833,70.0376,0.281
12.1833,70.1685,0.2964
12.1833,70.234,0.2889
12.1833,70.2994,0.333
12.1833,70.3649,0.2875
12.1833,70.4304,0.2811
12.1833,70.4959,0.272
12.1833,70.5613,0.2663
12.1178,67.0258,0.2245
12.1178,67.0913,0.3136
12.1178,67.1568,0.4612
12.1178,67.2222,0.3353
12.1178,67.2877,0.3271
12.1178,67.3532,0.3365
12.1178,67.4187,0.338
12.1178,67.4841,0.3576
12.1178,67.5496,0.3348
12.1178,67.6151,0.3151
12.1178,67.6805,0.3367
12.1178,67.746,0.3736
12.1178,67.8115,0.7926
12.1178,67.877,0.375
12.1178,67.9424,0.3386
12.1178,68.0079,0.3149
12.1178,68.0734,0.3315
12.1178,68.1388,0.306
12.1178,68.2043,0.3407
12.1178,68.2698,0.2891
12.1178,68.3353,0.3627
12.1178,68.4007,0.2712
12.1178,68.4662,0.2422
12.1178,68.5317,0.2431
12.1178,68.5972,0.2464
12.1178,68.6626,0.241
12.1178,68.7281,0.242
12.1178,68.7936,0.4198
12.1178,68.859,0.2837
12.1178,68.9245,0.2731
12.1178,68.99,0.2573
12.1178,69.1209,0.2715
12.1178,69.1864,0.5155
12.1178,69.2519,0.5618
12.1178,69.3174,0.229
12.1178,69.3828,0.239
12.1178,69.4483,0.2626
12.1178,69.5792,0.2689
12.1178,69.6447,0.2594
12.1178,69.7102,0.322
12.1178,69.7757,0.2939
12.1178,69.8411,0.2946
12.1178,69.9066,0.2952
12.1178,69.9721,0.2978
12.1178,70.0376,0.2737
12.1178,70.103,0.2631
12.1178,70.1685,0.2579
12.1178,70.234,0.2536
12.1178,70.2994,0.2621
12.1178,70.3649,0.2763
12.1178,70.4304,0.2784
12.1178,70.4959,0.2781
12.1178,70.5613,0.2715
12.0523,66.8949,1.3545
12.0523,67.0258,1.1882
12.0523,67.0913,0.2992
12.0523,67.1568,0.392
12.0523,67.2222,0.308
12.0523,67.2877,0.295
12.0523,67.3532,0.3221
12.0523,67.4187,0.2999
12.0523,67.4841,0.3164
12.0523,67.5496,0.3342
12.0523,67.6151,0.3188
12.0523,67.6805,0.35
12.0523,67.746,0.3424
12.0523,67.8115,0.3264
12.0523,67.877,0.3475
12.0523,67.9424,0.3161
12.0523,68.0079,0.3252
12.0523,68.0734,0.3353
12.0523,68.1388,0.3061
12.0523,68.2043,0.2755
12.0523,68.2698,0.2872
12.0523,68.3353,0.2713
12.0523,68.4007,0.2727
12.0523,68.4662,0.2763
12.0523,68.5317,0.2512
12.0523,68.5972,0.2514
12.0523,68.6626,0.242
12.0523,68.7281,0.2611
12.0523,68.7936,0.2705
12.0523,68.859,0.2946
12.0523,68.9245,0.2566
12.0523,68.99,0.2572
12.0523,69.0555,0.2852
12.0523,69.1209,0.2771
12.0523,69.1864,0.2695
12.0523,69.2519,0.2762
12.0523,69.3174,0.2321
12.0523,69.3828,0.2415
12.0523,69.5792,0.2922
12.0523,69.6447,0.3085
12.0523,69.7102,0.2925
12.0523,69.7757,0.282
12.0523,69.8411,0.2791
12.0523,69.9066,0.2797
12.0523,69.9721,0.3031
12.0523,70.0376,0.257
12.0523,70.103,0.2616
12.0523,70.1685,0.3286
12.0523,70.2994,0.3012
12.0523,70.3649,0.2653
12.0523,70.4304,0.2613
12.0523,70.4959,0.2924
12.0523,70.5613,0.2692
11.9868,67.0258,0.7822
11.9868,67.0913,0.2951
11.9868,67.1568,0.3123
11.9868,67.2222,0.3886
11.9868,67.2877,0.335
11.9868,67.3532,0.3088
11.9868,67.4187,0.2801
11.9868,67.4841,0.3286
11.9868,67.5496,0.3246
11.9868,67.8115,0.3307
11.9868,67.877,0.3814
11.9868,67.9424,0.481
11.9868,68.0079,0.3466
11.9868,68.0734,0.3392
11.9868,68.1388,0.3031
11.9868,68.2043,0.2468
11.9868,68.2698,0.2683
11.9868,68.3353,0.2685
11.9868,68.4007,0.267
11.9868,68.4662,0.2525
11.9868,68.5317,0.2614
11.9868,68.5972,0.2621
11.9868,68.6626,0.2671
11.9868,68.7281,0.2773
11.9868,68.7936,0.2688
11.9868,68.859,0.2465
11.9868,68.9245,0.2578
11.9868,68.99,0.2877
11.9868,69.0555,0.2905
11.9868,69.1209,0.2973
11.9868,69.1864,0.2682
11.9868,69.2519,0.3047
11.9868,69.3174,0.2523
11.9868,69.3828,0.2354
11.9868,69.4483,0.2547
11.9868,69.5792,0.2725
11.9868,69.6447,0.2724
11.9868,69.7757,0.2766
11.9868,69.8411,0.2749
11.9868,69.9066,0.2851
11.9868,69.9721,0.2967
11.9868,70.0376,0.2647
11.9868,70.103,0.2722
11.9868,70.234,0.4683
11.9868,70.2994,0.2549
11.9868,70.4304,0.2826
11.9868,70.4959,0.2677
11.9868,70.5613,0.3264
11.9214,67.0258,0.2724
11.9214,67.0913,0.2834
11.9214,67.1568,0.2952
11.9214,67.2222,0.3634
11.9214,67.2877,0.2907
11.9214,67.3532,0.3025
11.9214,67.4187,0.3151
11.9214,67.4841,0.2616
11.9214,67.5496,0.2734
11.9214,67.746,0.4403
11.9214,67.8115,0.3406
11.9214,67.877,0.3537
11.9214,67.9424,0.3183
11.9214,68.0079,0.3254
11.9214,68.0734,0.3157
11.9214,68.1388,0.2894
11.9214,68.2043,0.2703
11.9214,68.2698,0.2678
11.9214,68.3353,0.2693
11.9214,68.4007,0.2594
11.9214,68.4662,0.254
11.9214,68.5317,0.2528
11.9214,68.5972,0.2448
11.9214,68.6626,0.2723
11.9214,68.7281,0.2635
11.9214,68.7936,0.2743
11.9214,68.859,0.2684
11.9214,68.9245,0.2638
11.9214,68.99,0.2695
11.9214,69.0555,0.266
11.9214,69.1209,0.3325
11.9214,69.1864,0.2482
11.9214,69.2519,0.2844
11.9214,69.3828,0.4162
11.9214,69.4483,0.2738
11.9214,69.6447,0.2877
11.9214,69.7757,0.298
11.9214,69.8411,0.28
11.9214,69.9066,0.2543
11.9214,69.9721,0.3006
11.9214,70.0376,0.264
11.9214,70.103,0.2758
11.9214,70.1685,0.6064
11.9214,70.234,0.2602
11.9214,70.2994,0.3474
11.9214,70.3649,0.2576
11.9214,70.4304,0.2657
11.9214,70.4959,0.2455
11.9214,70.5613,0.2596
11.8559,67.0258,0.2722
11.8559,67.0913,0.2644
11.8559,67.1568,0.2973
11.8559,67.2222,0.2653
11.8559,67.2877,0.2887
11.8559,67.3532,0.3803
11.8559,67.4187,0.3323
11.8559,67.4841,0.2587
11.8559,67.5496,0.2615
11.8559,67.6151,0.2617
11.8559,67.746,0.348
11.8559,67.8115,0.3529
11.8559,67.877,0.3227
11.8559,67.9424,0.3005
11.8559,68.0079,0.3295
11.8559,68.0734,0.3187
11.8559,68.1388,0.2949
11.8559,68.2043,0.2761
11.8559,68.2698,0.2845
11.8559,68.3353,0.266
11.8559,68.4007,0.2727
11.8559,68.4662,0.2745
11.8559,68.5317,0.2634
11.8559,68.5972,0.2503
11.8559,68.6626,0.2552
11.8559,68.7281,0.2668
11.8559,68.7936,0.2516
11.8559,68.859,0.2487
11.8559,68.9245,0.2481
11.8559,68.99,0.2641
11.8559,69.0555,0.2614
11.8559,69.1209,0.2461
11.8559,69.1864,0.261
11.8559,69.2519,0.3758
11.8559,69.5138,0.3917
11.8559,69.6447,0.2665
11.8559,69.7102,0.293
11.8559,69.7757,0.2776
11.8559,69.8411,0.2672
11.8559,69.9066,0.259
11.8559,69.9721,0.2758
11.8559,70.0376,0.2626
11.8559,70.103,0.2709
11.8559,70.1685,0.2602
11.8559,70.234,0.2679
11.8559,70.2994,0.2691
11.8559,70.3649,0.2571
11.8559,70.4304,0.2603
11.8559,70.4959,0.2637
11.8559,70.5613,0.2986
11.7904,66.9603,0.2073
11.7904,67.0258,0.2741
11.7904,67.0913,0.2687
11.7904,67.1568,0.2684
11.7904,67.2222,0.4104
11.7904,67.2877,0.2859
11.7904,67.3532,0.2918
11.7904,67.4187,0.2802
11.7904,67.4841,0.2949
11.7904,67.5496,0.2787
11.7904,67.6805,0.3057
11.7904,67.746,0.2968
11.7904,67.8115,0.2901
11.7904,67.877,0.3186
11.7904,67.9424,0.3333
11.7904,68.0079,0.4161
11.7904,68.0734,0.511
11.7904,68.1388,0.2998
11.7904,68.2043,0.2793
11.7904,68.2698,0.278
11.7904,68.3353,0.2584
11.7904,68.4007,0.26
11.7904,68.4662,0.2644
11.7904,68.5317,0.2485
11.7904,68.5972,0.2818
11.7904,68.6626,0.258
11.7904,68.7281,0.2393
11.7904,68.7936,0.2457
11.7904,68.859,0.2444
11.7904,68.9245,0.2691
11.7904,68.99,0.3134
11.7904,69.0555,0.2548
11.7904,69.1864,0.3734
11.7904,69.3174,0.3104
11.7904,69.3828,0.2933
11.7904,69.5138,0.223
11.7904,69.5792,1.1694
11.7904,69.7102,0.2551
11.7904,69.7757,0.3021
11.7904,69.8411,0.2635
11.7904,69.9066,0.2766
11.7904,69.9721,0.2528
11.7904,70.0376,0.2473
11.7904,70.103,0.2589
11.7904,70.1685,0.2568
11.7904,70.234,0.2694
11.7904,70.2994,0.2806
11.7904,70.3649,0.2564
11.7904,70.4304,0.2616
11.7904,70.4959,0.2737
11.725,66.8294,1.3667
11.725,66.9603,0.6448
11.725,67.0258,0.2629
11.725,67.0913,0.2658
11.725,67.1568,0.2421
11.725,67.2222,0.2327
11.725,67.4187,0.2771
11.725,67.4841,0.2805
11.725,67.5496,0.2607
11.725,67.6151,0.3603
11.725,67.8115,0.3442
11.725,67.877,0.2861
11.725,67.9424,0.3028
11.725,68.0079,0.2946
11.725,68.0734,0.321
11.725,68.1388,0.323
11.725,68.2043,0.3154
11.725,68.2698,0.2807
11.725,68.6626,0.3001
11.725,68.7281,0.2392
11.725,68.7936,0.2402
11.725,68.859,0.2332
11.725,68.9245,0.2571
11.725,68.99,0.4277
11.725,69.5138,0.2902
11.725,69.5792,0.3637
11.725,69.6447,0.2904
11.725,69.7102,0.2502
11.725,69.7757,0.3792
11.725,69.8411,0.2745
11.725,69.9066,0.2943
11.725,69.9721,0.269
11.725,70.0376,0.2562
11.725,70.103,0.2539
11.725,70.1685,0.2378
11.725,70.234,0.249
11.725,70.2994,0.256
11.725,70.3649,0.2662
11.725,70.4304,0.2866
11.725,70.4959,0.278
11.725,70.5613,0.3037
11.6595,66.9603,0.6788
11.6595,67.0258,0.2474
11.6595,67.0913,0.2647
11.6595,67.1568,0.2667
11.6595,67.2222,0.2512
11.6595,67.2877,0.2492
11.6595,67.4187,0.4046
11.6595,67.5496,0.2799
11.6595,67.877,0.269
11.6595,67.9424,0.2979
11.6595,68.0079,0.2985
11.6595,68.2043,0.3013
11.6595,68.2698,0.2848
11.6595,68.4662,0.28
11.6595,68.5317,0.2385
11.6595,68.7281,0.3049
11.6595,68.7936,0.2499
11.6595,69.5138,0.3321
11.6595,69.6447,0.3941
11.6595,69.7102,0.2772
11.6595,69.7757,0.2857
11.6595,69.8411,0.2629
11.6595,69.9066,0.2874
11.6595,69.9721,0.2574
11.6595,70.0376,0.2385
11.6595,70.103,0.2611
11.6595,70.1685,0.2453
11.6595,70.234,0.2437
11.6595,70.2994,0.2509
11.6595,70.3649,0.2488
11.6595,70.4304,0.2779
11.6595,70.4959,0.2827
11.6595,70.5613,0.4017
11.594,66.9603,0.2405
11.594,67.0258,0.2459
11.594,67.0913,0.2697
11.594,67.1568,0.2725
11.594,67.2222,0.2456
11.594,67.2877,0.2099
11.594,67.4187,0.336
11.594,67.4841,0.287
11.594,67.5496,0.2627
11.594,67.6151,0.2441
11.594,67.6805,0.254
11.594,67.746,0.2773
11.594,67.8115,0.2879
11.594,67.877,0.2564
11.594,68.0734,0.2762
11.594,68.1388,0.509
11.594,68.3353,0.1311
11.594,68.4662,0.2604
11.594,68.5317,0.2208
11.594,69.6447,0.3817
11.594,69.7102,0.2796
11.594,69.7757,0.3279
11.594,69.8411,0.3938
11.594,69.9066,0.2742
11.594,69.9721,0.2538
11.594,70.0376,0.2623
11.594,70.103,0.2632
11.594,70.1685,0.2588
11.594,70.234,0.2432
11.594,70.2994,0.24
11.594,70.3649,0.2564
11.594,70.4304,0.2712
11.594,70.4959,0.3278
11.594,81.1679,0.272
11.5285,66.9603,0.2378
11.5285,67.0258,0.215
11.5285,67.2877,0.2973
11.5285,67.3532,0.2593
11.5285,67.4187,0.2652
11.5285,67.4841,0.2699
11.5285,67.5496,0.2504
11.5285,67.6151,0.2414
11.5285,67.6805,0.2562
11.5285,67.746,0.2582
11.5285,67.8115,0.252
11.5285,67.877,0.238
11.5285,67.9424,0.1819
11.5285,68.0079,0.2184
11.5285,68.0734,0.2981
11.5285,68.2043,0.2309
11.5285,68.2698,0.2111
11.5285,68.3353,0.2367
11.5285,68.4662,0.2315
11.5285,68.5317,0.2254
11.5285,68.5972,0.2272
11.5285,69.7102,0.3593
11.5285,69.8411,0.3133
11.5285,69.9721,0.3788
11.5285,70.0376,0.4508
11.5285,70.103,0.3717
11.5285,70.1685,0.2982
11.5285,70.234,0.2638
11.5285,70.2994,0.2393
11.5285,70.3649,0.2532
11.5285,70.4304,0.2592
11.5285,70.4959,0.2952
11.5285,70.5613,0.2701
11.4631,66.8949,0.2575
11.4631,66.9603,0.2541
11.4631,67.0258,0.243
11.4631,67.1568,0.2558
11.4631,67.2222,0.2495
11.4631,67.2877,1.1877
11.4631,67.3532,0.3345
11.4631,67.4187,0.2882
11.4631,67.4841,0.2744
11.4631,67.5496,0.2597
11.4631,67.6151,0.2441
11.4631,67.6805,0.2481
11.4631,67.746,0.238
11.4631,67.8115,0.2235
11.4631,67.877,0.3564
11.4631,68.0079,0.2131
11.4631,68.0734,0.2479
11.4631,68.1388,0.2161
11.4631,68.2043,0.1995
11.4631,68.2698,0.2319
11.4631,68.3353,0.2722
11.4631,68.4007,0.2603
11.4631,68.7936,0.3618
11.4631,69.7102,0.4127
11.4631,69.7757,0.2884
11.4631,69.8411,0.3715
11.4631,69.9066,0.3089
11.4631,70.2994,0.2727
11.4631,70.3649,0.2551
11.4631,70.4959,0.258
11.4631,70.5613,0.2479
11.4631,81.1024,0.2783
11.3976,66.7639,1.3534
11.3976,66.8949,0.6769
11.3976,66.9603,0.2667
11.3976,67.0258,0.2658
11.3976,67.0913,0.2407
11.3976,67.1568,0.1507
11.3976,67.3532,0.4182
11.3976,67.4187,0.3737
11.3976,67.4841,0.2643
11.3976,67.5496,0.2627
11.3976,67.6151,0.243
11.3976,67.6805,0.269
11.3976,67.746,0.2091
11.3976,67.8115,0.2393
11.3976,68.1388,0.2737
11.3976,68.2043,0.3401
11.3976,68.2698,0.0777
11.3976,68.3353,0.207
11.3976,68.4007,0.2174
11.3976,68.4662,0.2369
11.3976,68.5317,0.2353
11.3976,68.7281,0.2645
11.3976,68.7936,0.2141
11.3976,68.859,0.2337
11.3976,68.9245,0.3461
11.3976,69.3174,0.3351
11.3976,69.7102,0.4129
11.3976,69.7757,0.2625
11.3976,69.8411,0.2845
11.3976,69.9066,0.2672
11.3976,69.9721,0.3322
11.3976,70.1685,0.3119
11.3976,70.234,0.2494
11.3976,70.2994,0.2645
11.3976,70.3649,0.248
11.3976,70.4304,0.2515
11.3976,70.4959,0.2547
11.3976,70.5613,0.2281
11.3976,80.906,0.4164
11.3976,80.9715,0.3209
11.3976,81.1024,0.2886
11.3321,66.8949,0.4909
11.3321,66.9603,0.29
11.3321,67.0258,0.2494
11.3321,67.0913,0.2379
11.3321,67.1568,0.2539
11.3321,67.4187,0.3782
11.3321,67.4841,0.2828
11.3321,67.6151,0.2352
11.3321,67.6805,0.2085
11.3321,67.746,0.4775
11.3321,67.8115,0.2326
11.3321,67.877,0.2381
11.3321,68.4007,0.2194
11.3321,68.99,0.1999
11.3321,69.1209,0.1498
11.3321,69.1864,0.196
11.3321,69.2519,0.1967
11.3321,69.3174,0.2254
11.3321,69.3828,0.2113
11.3321,69.7757,0.2558
11.3321,69.8411,0.2588
11.3321,69.9066,0.2317
11.3321,69.9721,0.2517
11.3321,70.0376,0.3079
11.3321,70.1685,0.2645
11.3321,70.234,0.2623
11.3321,70.2994,0.2435
11.3321,70.3649,0.2345
11.3321,70.4304,0.2475
11.3321,70.4959,0.272
11.3321,70.5613,0.2379
11.3321,80.906,0.377
11.3321,81.0369,0.3255
11.3321,81.1024,0.2981
11.2666,66.8949,0.1958
11.2666,66.9603,0.3216
11.2666,67.0258,0.3021
11.2666,67.0913,0.2669
11.2666,67.1568,0.3489
11.2666,67.3532,0.2945
11.2666,67.4187,0.28
11.2666,67.4841,0.2807
11.2666,67.6151,0.257
11.2666,67.9424,0.1909
11.2666,68.99,0.2194
11.2666,69.0555,0.2038
11.2666,69.1209,0.2005
11.2666,69.1864,0.2768
11.2666,69.2519,0.2039
11.2666,69.3174,0.2149
11.2666,69.8411,0.2491
11.2666,69.9066,0.2255
11.2666,69.9721,0.2354
11.2666,70.0376,0.2525
11.2666,70.103,0.245
11.2666,70.1685,0.2206
11.2666,70.234,0.2332
11.2666,70.2994,0.2423
11.2666,70.3649,0.2381
11.2666,70.4304,0.2487
11.2666,70.4959,0.2427
11.2666,70.5613,0.2341
11.2012,66.8949,0.2647
11.2012,66.9603,0.266
11.2012,67.0258,0.2985
11.2012,67.0913,0.3089
11.2012,67.2222,0.238
11.2012,67.3532,0.2619
11.2012,67.4187,0.2958
11.2012,67.4841,0.2775
11.2012,67.5496,0.2759
11.2012,67.6151,0.2905
11.2012,67.746,0.6583
11.2012,67.8115,0.1937
11.2012,67.877,0.2882
11.2012,67.9424,0.2002
11.2012,68.0079,0.2152
11.2012,68.3353,0.3107
11.2012,68.7936,0.2287
11.2012,68.9245,0.2318
11.2012,68.99,0.2066
11.2012,69.0555,0.2183
11.2012,69.1209,0.1983
11.2012,69.1864,0.2046
11.2012,69.2519,0.2011
11.2012,69.3174,0.2065
11.2012,69.3828,0.2004
11.2012,69.8411,0.255
11.2012,69.9066,0.2378
11.2012,69.9721,0.284
11.2012,70.0376,0.4782
11.2012,70.103,0.2945
11.2012,70.1685,0.2415
11.2012,70.234,0.2579
11.2012,70.2994,0.2551
11.2012,70.3649,0.2408
11.2012,70.4304,0.2494
11.2012,70.4959,0.2409
11.2012,70.5613,0.2312
11.2012,80.906,0.3166
11.1357,66.8949,0.2476
11.1357,66.9603,0.2443
11.1357,67.0258,0.3531
11.1357,67.0913,0.4156
11.1357,67.2877,0.3585
11.1357,67.4187,0.3539
11.1357,67.4841,0.3
11.1357,67.5496,0.2647
11.1357,67.6151,0.3062
11.1357,67.6805,0.3205
11.1357,67.746,0.2325
11.1357,67.8115,0.2217
11.1357,67.877,0.2139
11.1357,67.9424,0.2052
11.1357,68.0079,0.1985
11.1357,68.6626,0.2736
11.1357,68.7281,0.2079
11.1357,68.7936,0.191
11.1357,68.859,0.2286
11.1357,68.9245,0.2012
11.1357,68.99,0.279
11.1357,69.0555,0.2255
11.1357,69.1209,0.1978
11.1357,69.1864,0.196
11.1357,69.2519,0.184
11.1357,69.3174,0.2062
11.1357,69.3828,0.2073
11.1357,69.4483,0.2311
11.1357,69.9066,0.2409
11.1357,69.9721,0.25
11.1357,70.0376,0.3685
11.1357,70.103,0.2468
11.1357,70.234,0.3495
11.1357,70.2994,0.251
11.1357,70.3649,0.2776
11.1357,70.4304,0.2419
11.1357,70.4959,0.2503
11.1357,80.906,0.3446
11.1357,80.9715,0.356
11.1357,81.0369,0.3416
11.0702,67.2877,0.8006
11.0702,67.3532,0.486
11.0702,67.4187,0.3608
11.0702,67.4841,0.2891
11.0702,67.5496,0.282
11.0702,67.6151,0.2845
11.0702,67.6805,0.3298
11.0702,67.746,0.2438
11.0702,67.8115,0.2431
11.0702,67.877,0.2319
11.0702,67.9424,0.2247
11.0702,68.0734,0.2177
11.0702,68.6626,0.2527
11.0702,68.7281,0.218
11.0702,68.7936,0.2913
11.0702,69.1209,0.2175
11.0702,69.1864,0.2001
11.0702,69.2519,0.2042
11.0702,69.3174,0.2067
11.0702,69.3828,0.2112
11.0702,69.4483,0.2103
11.0702,69.8411,0.286
11.0702,69.9721,0.2293
11.0702,70.0376,0.212
11.0702,70.2994,0.2141
11.0702,70.3649,0.2327
11.0702,70.4304,0.2365
11.0702,70.4959,0.2479
11.0702,80.5786,0.8963
11.0702,80.7751,0.5832
11.0702,80.8405,0.359
11.0702,80.906,0.345
11.0702,80.9715,0.4423
11.0702,81.0369,0.3487
11.0047,67.2877,2.1328
11.0047,67.3532,1.0278
11.0047,67.4187,0.597
11.0047,67.4841,0.374
11.0047,67.6151,0.3085
11.0047,67.6805,0.3289
11.0047,67.8115,0.4022
11.0047,67.877,0.2541
11.0047,68.6626,0.268
11.0047,68.7281,0.2238
11.0047,69.1209,0.3401
11.0047,69.1864,0.2096
11.0047,69.2519,0.3962
11.0047,69.3174,0.1674
11.0047,69.3828,0.2947
11.0047,69.4483,0.3551
11.0047,69.9066,0.3152
11.0047,69.9721,0.238
11.0047,70.0376,0.2161
11.0047,70.103,0.2213
11.0047,70.1685,0.2087
11.0047,70.2994,0.3022
11.0047,70.3649,0.2405
11.0047,70.4304,0.2404
11.0047,70.4959,0.2332
11.0047,80.6441,1.0239
11.0047,80.7096,1.4641
11.0047,80.7751,0.7457
11.0047,80.8405,0.4201
11.0047,80.906,0.3581
11.0047,80.9715,0.4042
10.9393,66.9603,0.2831
10.9393,67.0913,0.3414
10.9393,67.3532,0.3615
10.9393,68.4662,0.2529
10.9393,68.5317,0.2789
10.9393,68.6626,0.2582
10.9393,68.7281,0.2337
10.9393,69.1864,0.2119
10.9393,69.5138,0.2413
10.9393,69.6447,0.2346
10.9393,69.8411,0.2489
10.9393,69.9066,0.2371
10.9393,69.9721,0.2315
10.9393,70.0376,0.2317
10.9393,70.103,0.2184
10.9393,70.1685,0.2306
10.9393,70.234,0.2298
10.9393,70.2994,0.2733
10.9393,70.3649,0.3118
10.9393,70.4304,0.2659
10.9393,70.4959,0.3316
10.9393,80.2513,0.7445
10.9393,80.3822,1.0435
10.9393,80.7096,1.3908
10.9393,80.7751,1.0846
10.9393,80.8405,0.5353
10.9393,80.906,0.3695
10.9393,80.9715,0.3266
10.8738,66.8294,0.2268
10.8738,66.8949,0.2388
10.8738,66.9603,0.2361
10.8738,67.0913,0.4063
10.8738,67.9424,0.2694
10.8738,68.0079,0.2354
10.8738,68.4662,0.2457
10.8738,68.5317,0.2189
10.8738,68.5972,0.1935
10.8738,68.7281,0.2184
10.8738,69.1864,0.203
10.8738,69.2519,0.2027
10.8738,69.3174,0.2082
10.8738,69.5138,0.2348
10.8738,69.5792,0.2637
10.8738,69.6447,0.2154
10.8738,69.7102,0.223
